Filename,F
20160531_item3_take2_track4_guitarDI_38_72,87.3239436619718
Guitar_fast,85.5345911949686
Debashish_Malhar_guitar_730-830,79.3650793650794
Sarod_fast,74.2857142857143
PrattyushB_Jhinjhoti_2Gats_Sarod_Sept17,79.2332268370607
Sarod_slow,69.6629213483146
Sitar_fast,82.4324324324324
Sitar_slow,73.0769230769231
ShujaatKh_Jhinjhoti_Sitar_Sept17,76.9230769230769
